TS_UPDATE;USER;bake_id;processing_variable;variable_phase;variable_order;variable_value
2023-04-21 05:27:25;;87;BAKE_level;7;3;1
2023-04-21 05:27:25;;87;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:25;;87;BAKE_temperature_upper;7;1;186
2023-04-21 05:27:25;;88;BAKE_level;7;3;2
2023-04-21 05:27:25;;88;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:25;;88;BAKE_temperature_upper;7;1;186
2023-04-21 05:27:22;;89;BAKE_level;7;3;1
2023-04-21 05:27:22;;89;BAKE_temperature_lower;7;2;180
2023-04-21 05:27:22;;89;BAKE_temperature_upper;7;1;222
2023-04-21 05:27:22;;9;BAKE_level;7;3;1
2023-04-21 05:27:22;;9;BAKE_temperature_lower;7;2;202
2023-04-21 05:27:22;;9;BAKE_temperature_upper;7;1;183
2023-04-21 05:27:22;;90;BAKE_level;7;3;2
2023-04-21 05:27:22;;90;BAKE_temperature_lower;7;2;180
2023-04-21 05:27:22;;90;BAKE_temperature_upper;7;1;222
2023-04-21 05:27:22;;91;BAKE_level;7;3;1
2023-04-21 05:27:22;;91;BAKE_temperature_lower;7;2;180
2023-04-21 05:27:22;;91;BAKE_temperature_upper;7;1;222
2023-04-21 05:27:22;;92;BAKE_level;7;3;1
2023-04-21 05:27:22;;92;BAKE_temperature_lower;7;2;180
2023-04-21 05:27:22;;92;BAKE_temperature_upper;7;1;222
2023-04-21 05:27:22;;93;BAKE_level;7;3;1
2023-04-21 05:27:22;;93;BAKE_temperature_lower;7;2;180
2023-04-21 05:27:23;;93;BAKE_temperature_upper;7;1;222
2023-04-21 05:27:23;;94;BAKE_level;7;3;2
2023-04-21 05:27:23;;94;BAKE_temperature_lower;7;2;180
2023-04-21 05:27:23;;94;BAKE_temperature_upper;7;1;222
2023-04-21 05:27:19;;95;BAKE_level;7;3;1
2023-04-21 05:27:19;;95;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:19;;95;BAKE_temperature_upper;7;1;205
2023-04-21 05:27:19;;96;BAKE_level;7;3;1
2023-04-21 05:27:19;;96;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:19;;96;BAKE_temperature_upper;7;1;203
2023-04-21 05:27:19;;97;BAKE_level;7;3;2
2023-04-21 05:27:19;;97;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:19;;97;BAKE_temperature_upper;7;1;203
2023-04-21 05:27:19;;98;BAKE_level;7;3;1
2023-04-21 05:27:19;;98;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:19;;98;BAKE_temperature_upper;7;1;203
2023-04-21 05:27:20;;99;BAKE_level;7;3;1
2023-04-21 05:27:20;;99;BAKE_temperature_lower;7;2;230
2023-04-21 05:27:20;;99;BAKE_temperature_upper;7;1;203
2023-04-12 06:46:29;;9999;TBD;0;0;<uncontrolled>
