ID;Datum;RH[%RV];TEMP[°C];
81;07/07/2022 13:12:52;61,6;21,3;
82;07/07/2022 13:15:52;61,6;21,3;
83;07/07/2022 13:18:52;61,8;21,3;
84;07/07/2022 13:21:52;62,2;21,4;
85;07/07/2022 13:24:52;62,2;21,4;
86;07/07/2022 13:27:52;62,1;21,4;
87;07/07/2022 13:30:52;62,2;21,4;
88;07/07/2022 13:33:52;62,4;21,4;
89;07/07/2022 13:36:52;62,4;21,4;
90;07/07/2022 13:39:52;62,4;21,4;
91;07/07/2022 13:42:52;62,6;21,4;
92;07/07/2022 13:45:52;62,6;21,4;
93;07/07/2022 13:48:52;62,6;21,4;
94;07/07/2022 13:51:52;62,8;21,4;
95;07/07/2022 13:54:52;63;21,5;
96;07/07/2022 13:57:52;63;21,5;
97;07/07/2022 14:00:52;62,8;21,5;
98;07/07/2022 14:03:52;62,9;21,5;
99;07/07/2022 14:06:52;62,9;21,5;
100;07/07/2022 14:09:52;62,5;21,5;
101;07/07/2022 14:12:52;62,3;21,5;
102;07/07/2022 14:15:52;62,1;21,5;
103;07/07/2022 14:18:52;61,8;21,5;
104;07/07/2022 14:21:52;61,7;21,5;
105;07/07/2022 14:24:52;61,6;21,5;
106;07/07/2022 14:27:52;61,4;21,6;
107;07/07/2022 14:30:52;61,1;21,6;
108;07/07/2022 14:33:52;60,7;21,6;
109;07/07/2022 14:36:52;60,5;21,6;
110;07/07/2022 14:39:52;60,2;21,6;
111;07/07/2022 14:42:52;59,9;21,6;
112;07/07/2022 14:45:52;59,6;21,6;
113;07/07/2022 14:48:52;59,5;21,6;
114;07/07/2022 14:51:52;59,4;21,6;
115;07/07/2022 14:54:52;59,3;21,6;
116;07/07/2022 14:57:52;59,1;21,6;
117;07/07/2022 15:00:52;59,1;21,6;
118;07/07/2022 15:03:52;59;21,6;
119;07/07/2022 15:06:52;59,3;21,7;
120;07/07/2022 15:09:52;59,5;21,7;
121;07/07/2022 15:12:52;59,7;21,7;
122;07/07/2022 15:15:52;59,6;21,7;
123;07/07/2022 15:18:52;59,4;21,7;
124;07/07/2022 15:21:52;59,3;21,7;
125;07/07/2022 15:24:52;59,1;21,7;
126;07/07/2022 15:27:52;58,9;21,7;
127;07/07/2022 15:30:52;58,8;21,7;
128;07/07/2022 15:33:52;58,6;21,7;
129;07/07/2022 15:36:52;58,2;21,7;
130;07/07/2022 15:39:52;58;21,7;
131;07/07/2022 15:42:52;57,8;21,7;
132;07/07/2022 15:45:52;57,9;21,7;
133;07/07/2022 15:48:52;57,9;21,7;
134;07/07/2022 15:51:52;57,8;21,7;
135;07/07/2022 15:54:52;57,7;21,7;
136;07/07/2022 15:57:52;57,3;21,8;
137;07/07/2022 16:00:52;57;21,8;
138;07/07/2022 16:03:52;56,5;21,8;
139;07/07/2022 16:06:52;56;21,8;
140;07/07/2022 16:09:52;55,6;21,8;
141;07/07/2022 16:12:52;55;21,8;
142;07/07/2022 16:15:52;54,7;21,8;
143;07/07/2022 16:18:52;54,8;21,8;
144;07/07/2022 16:21:52;54,6;21,8;
145;07/07/2022 16:24:52;54,4;21,8;
146;07/07/2022 16:27:52;54,2;21,8;
147;07/07/2022 16:30:52;54,1;21,8;
148;07/07/2022 16:33:52;53,8;21,8;
149;07/07/2022 16:36:52;53,6;21,8;
150;07/07/2022 16:39:52;53,6;21,8;
151;07/07/2022 16:42:52;53,5;21,8;
152;07/07/2022 16:45:52;53,2;21,9;
153;07/07/2022 16:48:52;53,2;21,9;
154;07/07/2022 16:51:52;53,1;21,9;
155;07/07/2022 16:54:52;52,9;21,9;
156;07/07/2022 16:57:52;52,8;21,9;
157;07/07/2022 17:00:52;52,8;21,9;
158;07/07/2022 17:03:52;52,8;21,9;
159;07/07/2022 17:06:52;52,7;21,9;
160;07/07/2022 17:09:52;52,6;21,9;
161;07/07/2022 17:12:52;52,7;21,9;
162;07/07/2022 17:15:52;52,7;21,9;
163;07/07/2022 17:18:52;52,6;21,9;
164;07/07/2022 17:21:52;52,6;21,9;
165;07/07/2022 17:24:52;52,5;21,9;
166;07/07/2022 17:27:52;52,2;21,9;
167;07/07/2022 17:30:52;52,1;21,9;
168;07/07/2022 17:33:52;52;21,9;
169;07/07/2022 17:36:52;51,9;21,9;
170;07/07/2022 17:39:52;51,9;22;
171;07/07/2022 17:42:52;51,7;22;
172;07/07/2022 17:45:52;51,5;22;
173;07/07/2022 17:48:52;51,4;22;
174;07/07/2022 17:51:52;51,3;22;
175;07/07/2022 17:54:52;51,1;22;
176;07/07/2022 17:57:52;50,9;22;
177;07/07/2022 18:00:52;50,7;22;
178;07/07/2022 18:03:52;50,4;22;
179;07/07/2022 18:06:52;50,2;22;
180;07/07/2022 18:09:52;50,1;22;
181;07/07/2022 18:12:52;50,2;22;
182;07/07/2022 18:15:52;50,4;22;
183;07/07/2022 18:18:52;50,7;22;
184;07/07/2022 18:21:52;50,8;22,1;
185;07/07/2022 18:24:52;51;22,1;
186;07/07/2022 18:27:52;51,2;22,1;
187;07/07/2022 18:30:52;51,2;22,1;
188;07/07/2022 18:33:52;51,2;22,1;
189;07/07/2022 18:36:52;51,2;22,2;
190;07/07/2022 18:39:52;51,1;22,2;
191;07/07/2022 18:42:52;51,2;22,2;
192;07/07/2022 18:45:52;51,2;22,2;
193;07/07/2022 18:48:52;51,2;22,3;
194;07/07/2022 18:51:52;51,1;22,3;
195;07/07/2022 18:54:52;51,2;22,3;
196;07/07/2022 18:57:52;51,1;22,4;
197;07/07/2022 19:00:52;51,1;22,4;
198;07/07/2022 19:03:52;51;22,4;
199;07/07/2022 19:06:52;50,9;22,4;
200;07/07/2022 19:09:52;50,9;22,5;
201;07/07/2022 19:12:52;50,9;22,5;
202;07/07/2022 19:15:52;50,8;22,5;
203;07/07/2022 19:18:52;50,7;22,5;
204;07/07/2022 19:21:52;50,7;22,6;
205;07/07/2022 19:24:52;50,5;22,6;
206;07/07/2022 19:27:52;50,4;22,6;
207;07/07/2022 19:30:52;50,4;22,7;
208;07/07/2022 19:33:52;50,3;22,7;
209;07/07/2022 19:36:52;50,2;22,7;
210;07/07/2022 19:39:52;50;22,8;
211;07/07/2022 19:42:52;49,9;22,8;
212;07/07/2022 19:45:52;49,8;22,9;
213;07/07/2022 19:48:52;49,7;22,9;
214;07/07/2022 19:51:52;49,8;23;
215;07/07/2022 19:54:52;49,5;23,1;
216;07/07/2022 19:57:52;49,4;23,2;
217;07/07/2022 20:00:52;49,2;23,3;
218;07/07/2022 20:03:52;48,9;23,3;
219;07/07/2022 20:06:52;48,8;23,4;
220;07/07/2022 20:09:52;48,6;23,4;
221;07/07/2022 20:12:52;48,4;23,5;
222;07/07/2022 20:15:52;48,2;23,6;
223;07/07/2022 20:18:52;48,1;23,6;
224;07/07/2022 20:21:52;47,9;23,7;
225;07/07/2022 20:24:52;47,7;23,7;
226;07/07/2022 20:27:52;47,5;23,8;
227;07/07/2022 20:30:52;47,4;23,8;
228;07/07/2022 20:33:52;47,3;23,9;
229;07/07/2022 20:36:52;47,2;23,9;
230;07/07/2022 20:39:52;47;24;
231;07/07/2022 20:42:52;46,9;24;
232;07/07/2022 20:45:52;46,9;24;
233;07/07/2022 20:48:52;47,1;24;
234;07/07/2022 20:51:52;47,2;24;
235;07/07/2022 20:54:52;47,1;24,1;
236;07/07/2022 20:57:52;47;24,1;
237;07/07/2022 21:00:52;46,9;24,1;
238;07/07/2022 21:03:52;46,7;24,1;
239;07/07/2022 21:06:52;46,7;24,2;
240;07/07/2022 21:09:52;46,6;24,2;
241;07/07/2022 21:12:52;46,6;24,2;
242;07/07/2022 21:15:52;46,6;24,2;
243;07/07/2022 21:18:52;46,5;24,2;
244;07/07/2022 21:21:52;46,3;24,2;
245;07/07/2022 21:24:52;46,3;24,3;
246;07/07/2022 21:27:52;46,2;24,3;
247;07/07/2022 21:30:52;46,3;24,3;
248;07/07/2022 21:33:52;46,1;24,3;
249;07/07/2022 21:36:52;46;24,3;
250;07/07/2022 21:39:52;45,8;24,3;
251;07/07/2022 21:42:52;45,6;24,3;
252;07/07/2022 21:45:52;45,5;24,3;
253;07/07/2022 21:48:52;45,4;24,3;
254;07/07/2022 21:51:52;45,3;24,3;
255;07/07/2022 21:54:52;45,2;24,3;
256;07/07/2022 21:57:52;45,1;24,4;
257;07/07/2022 22:00:52;44,9;24,4;
258;07/07/2022 22:03:52;44,8;24,4;
259;07/07/2022 22:06:52;44,7;24,4;
260;07/07/2022 22:09:52;44,7;24,4;
261;07/07/2022 22:12:52;44,8;24,4;
262;07/07/2022 22:15:52;44,7;24,4;
263;07/07/2022 22:18:52;44,5;24,4;
264;07/07/2022 22:21:52;44,5;24,4;
265;07/07/2022 22:24:52;44,5;24,4;
266;07/07/2022 22:27:52;44,5;24,4;
267;07/07/2022 22:30:52;44,4;24,4;
268;07/07/2022 22:33:52;44,4;24,4;
269;07/07/2022 22:36:52;44,3;24,4;
270;07/07/2022 22:39:52;44,2;24,4;
271;07/07/2022 22:42:52;43,9;24,4;
272;07/07/2022 22:45:52;43,8;24,4;
273;07/07/2022 22:48:52;43,8;24,4;
274;07/07/2022 22:51:52;43,9;24,4;
275;07/07/2022 22:54:52;43,8;24,4;
276;07/07/2022 22:57:52;43,8;24,4;
277;07/07/2022 23:00:52;43,6;24,4;
278;07/07/2022 23:03:52;43,6;24,4;
279;07/07/2022 23:06:52;43,6;24,4;
280;07/07/2022 23:09:52;43,5;24,4;
281;07/07/2022 23:12:52;43,4;24,5;
282;07/07/2022 23:15:52;43,4;24,4;
283;07/07/2022 23:18:52;43,3;24,4;
284;07/07/2022 23:21:52;43,1;24,5;
285;07/07/2022 23:24:52;43,1;24,5;
286;07/07/2022 23:27:52;43,1;24,5;
287;07/07/2022 23:30:52;43,2;24,5;
288;07/07/2022 23:33:52;43;24,5;
289;07/07/2022 23:36:52;43,1;24,5;
290;07/07/2022 23:39:52;43;24,5;
291;07/07/2022 23:42:52;42,9;24,5;
292;07/07/2022 23:45:52;42,9;24,5;
293;07/07/2022 23:48:52;42,7;24,5;
294;07/07/2022 23:51:52;42,7;24,5;
295;07/07/2022 23:54:52;42,7;24,5;
296;07/07/2022 23:57:52;42,8;24,5;
297;08/07/2022 00:00:52;42,5;24,5;
298;08/07/2022 00:03:52;42,5;24,5;
299;08/07/2022 00:06:52;42,5;24,5;
300;08/07/2022 00:09:52;42,4;24,5;
301;08/07/2022 00:12:52;42,4;24,5;
302;08/07/2022 00:15:52;42,4;24,5;
303;08/07/2022 00:18:52;42,3;24,5;
304;08/07/2022 00:21:52;42,3;24,5;
305;08/07/2022 00:24:52;42,2;24,5;
306;08/07/2022 00:27:52;42,2;24,4;
307;08/07/2022 00:30:52;42,1;24,4;
308;08/07/2022 00:33:52;42,1;24,5;
309;08/07/2022 00:36:52;42,1;24,4;
310;08/07/2022 00:39:52;42;24,4;
311;08/07/2022 00:42:52;41,9;24,4;
312;08/07/2022 00:45:52;41,9;24,4;
313;08/07/2022 00:48:52;41,9;24,4;
314;08/07/2022 00:51:52;41,9;24,4;
315;08/07/2022 00:54:52;41,8;24,4;
316;08/07/2022 00:57:52;41,8;24,4;
317;08/07/2022 01:00:52;41,8;24,4;
318;08/07/2022 01:03:52;41,8;24,4;
319;08/07/2022 01:06:52;41,8;24,4;
320;08/07/2022 01:09:52;41,8;24,4;
321;08/07/2022 01:12:52;41,8;24,4;
322;08/07/2022 01:15:52;41,8;24,4;
323;08/07/2022 01:18:52;41,8;24,4;
324;08/07/2022 01:21:52;41,7;24,4;
325;08/07/2022 01:24:52;41,8;24,4;
326;08/07/2022 01:27:52;41,7;24,4;
327;08/07/2022 01:30:52;41,8;24,4;
328;08/07/2022 01:33:52;41,7;24,4;
329;08/07/2022 01:36:52;41,7;24,4;
330;08/07/2022 01:39:52;41,7;24,4;
331;08/07/2022 01:42:52;41,7;24,4;
332;08/07/2022 01:45:52;41,7;24,4;
333;08/07/2022 01:48:52;41,7;24,4;
334;08/07/2022 01:51:52;41,7;24,4;
335;08/07/2022 01:54:52;41,7;24,3;
336;08/07/2022 01:57:52;41,7;24,3;
337;08/07/2022 02:00:52;41,6;24,3;
338;08/07/2022 02:03:52;41,6;24,3;
339;08/07/2022 02:06:52;41,6;24,3;
340;08/07/2022 02:09:52;41,6;24,3;
341;08/07/2022 02:12:52;41,7;24,3;
342;08/07/2022 02:15:52;41,6;24,3;
343;08/07/2022 02:18:52;41,6;24,3;
344;08/07/2022 02:21:52;41,5;24,3;
345;08/07/2022 02:24:52;41,6;24,3;
346;08/07/2022 02:27:52;41,6;24,3;
347;08/07/2022 02:30:52;41,5;24,3;
348;08/07/2022 02:33:52;41,5;24,3;
349;08/07/2022 02:36:52;41,5;24,3;
350;08/07/2022 02:39:52;41,5;24,3;
351;08/07/2022 02:42:52;41,5;24,3;
352;08/07/2022 02:45:52;41,5;24,3;
353;08/07/2022 02:48:52;41,5;24,3;
354;08/07/2022 02:51:52;41,5;24,3;
355;08/07/2022 02:54:52;41,5;24,3;
356;08/07/2022 02:57:52;41,5;24,2;
357;08/07/2022 03:00:52;41,4;24,2;
358;08/07/2022 03:03:52;41,4;24,2;
359;08/07/2022 03:06:52;41,4;24,2;
360;08/07/2022 03:09:52;41,4;24,2;
361;08/07/2022 03:12:52;41,4;24,2;
362;08/07/2022 03:15:52;41,4;24,2;
363;08/07/2022 03:18:52;41,4;24,2;
364;08/07/2022 03:21:52;41,4;24,2;
365;08/07/2022 03:24:52;41,4;24,2;
366;08/07/2022 03:27:52;41,4;24,2;
367;08/07/2022 03:30:52;41,4;24,2;
368;08/07/2022 03:33:52;41,4;24,2;
369;08/07/2022 03:36:52;41,4;24,2;
370;08/07/2022 03:39:52;41,4;24,2;
371;08/07/2022 03:42:52;41,4;24,1;
372;08/07/2022 03:45:52;41,4;24,1;
373;08/07/2022 03:48:52;41,4;24,1;
374;08/07/2022 03:51:52;41,4;24,1;
375;08/07/2022 03:54:52;41,4;24,1;
376;08/07/2022 03:57:52;41,4;24,1;
377;08/07/2022 04:00:52;41,4;24,1;
378;08/07/2022 04:03:52;41,4;24,1;
379;08/07/2022 04:06:52;41,4;24,1;
380;08/07/2022 04:09:52;41,4;24,1;
381;08/07/2022 04:12:52;41,5;24,1;
382;08/07/2022 04:15:52;41,5;24,1;
383;08/07/2022 04:18:52;41,5;24,1;
384;08/07/2022 04:21:52;41,4;24,1;
385;08/07/2022 04:24:52;41,4;24,1;
386;08/07/2022 04:27:52;41,4;24;
387;08/07/2022 04:30:52;41,4;24;
388;08/07/2022 04:33:52;41,4;24;
389;08/07/2022 04:36:52;41,4;24;
390;08/07/2022 04:39:52;41,4;24;
391;08/07/2022 04:42:52;41,4;24;
392;08/07/2022 04:45:52;41,4;24;
393;08/07/2022 04:48:52;41,4;24;
394;08/07/2022 04:51:52;41,3;24;
395;08/07/2022 04:54:52;41,3;24;
396;08/07/2022 04:57:52;41,2;24;
397;08/07/2022 05:00:52;41,2;24;
398;08/07/2022 05:03:52;41,2;24;
399;08/07/2022 05:06:52;41,2;24;
400;08/07/2022 05:09:52;41,1;23,9;
401;08/07/2022 05:12:52;41;24;
402;08/07/2022 05:15:52;40,7;23,9;
403;08/07/2022 05:18:52;40,4;23,9;
404;08/07/2022 05:21:52;40,2;23,9;
405;08/07/2022 05:24:52;40,1;23,9;
406;08/07/2022 05:27:52;40;23,9;
407;08/07/2022 05:30:52;40;23,8;
408;08/07/2022 05:33:52;39,9;23,8;
409;08/07/2022 05:36:52;39,9;23,8;
410;08/07/2022 05:39:52;39,9;23,8;
411;08/07/2022 05:42:52;40;23,7;
412;08/07/2022 05:45:52;40;23,7;
413;08/07/2022 05:48:52;40,1;23,7;
414;08/07/2022 05:51:52;40,2;23,6;
415;08/07/2022 05:54:52;40,2;23,6;
416;08/07/2022 05:57:52;40,3;23,6;
417;08/07/2022 06:00:52;40,4;23,6;
418;08/07/2022 06:03:52;40,5;23,5;
419;08/07/2022 06:06:52;40,6;23,5;
420;08/07/2022 06:09:52;40,7;23,5;
421;08/07/2022 06:12:52;40,8;23,4;
422;08/07/2022 06:15:52;40,9;23,4;
423;08/07/2022 06:18:52;41;23,4;
424;08/07/2022 06:21:52;41,1;23,3;
425;08/07/2022 06:24:52;41,2;23,3;
426;08/07/2022 06:27:52;41,3;23,3;
427;08/07/2022 06:30:52;41,5;23,2;
428;08/07/2022 06:33:52;41,6;23,2;
429;08/07/2022 06:36:52;41,6;23,1;
430;08/07/2022 06:39:52;41,7;23,1;
431;08/07/2022 06:42:52;41,8;23,1;
432;08/07/2022 06:45:52;42;23;
433;08/07/2022 06:48:52;42,2;23;
434;08/07/2022 06:51:52;42,3;23;
435;08/07/2022 06:54:52;42,5;23;
436;08/07/2022 06:57:52;42,7;22,9;
437;08/07/2022 07:00:52;42,9;22,9;
438;08/07/2022 07:03:52;43,1;22,9;
439;08/07/2022 07:06:52;43,3;22,8;
440;08/07/2022 07:09:52;43,6;22,8;
441;08/07/2022 07:12:52;43,8;22,8;
442;08/07/2022 07:15:52;44,1;22,7;
443;08/07/2022 07:18:52;44,3;22,7;
444;08/07/2022 07:21:52;44,6;22,7;
445;08/07/2022 07:24:52;44,8;22,7;
446;08/07/2022 07:27:52;45,1;22,6;
447;08/07/2022 07:30:52;45,3;22,6;
448;08/07/2022 07:33:52;45,5;22,6;
449;08/07/2022 07:36:52;45,8;22,6;
450;08/07/2022 07:39:52;46,1;22,5;
451;08/07/2022 07:42:52;46,3;22,5;
452;08/07/2022 07:45:52;46,6;22,5;
453;08/07/2022 07:48:52;46,9;22,4;
454;08/07/2022 07:51:52;47,1;22,4;
455;08/07/2022 07:54:52;47,3;22,4;
456;08/07/2022 07:57:52;47,6;22,4;
457;08/07/2022 08:00:52;47,8;22,3;
458;08/07/2022 08:03:52;48,1;22,3;
459;08/07/2022 08:06:52;48,3;22,3;
460;08/07/2022 08:09:52;48,5;22,3;
461;08/07/2022 08:12:52;48,7;22,3;
462;08/07/2022 08:15:52;49;22,2;
463;08/07/2022 08:18:52;49,2;22,2;
464;08/07/2022 08:21:52;49,4;22,2;
465;08/07/2022 08:24:52;49,5;22,2;
466;08/07/2022 08:27:52;49,7;22,2;
467;08/07/2022 08:30:52;49,9;22,2;
468;08/07/2022 08:33:52;50,1;22,1;
469;08/07/2022 08:36:52;50,5;22,1;
470;08/07/2022 08:39:52;50,6;22,1;
471;08/07/2022 08:42:52;50,9;22,1;
472;08/07/2022 08:45:52;51;22,1;
473;08/07/2022 08:48:52;51,1;22;
474;08/07/2022 08:51:52;51,2;22;
475;08/07/2022 08:54:52;51,3;22;
476;08/07/2022 08:57:52;51,6;22;
477;08/07/2022 09:00:52;51,8;22;
478;08/07/2022 09:03:52;52,1;22;
479;08/07/2022 09:06:52;52,4;21,9;
480;08/07/2022 09:09:52;52,4;21,9;
481;08/07/2022 09:12:52;52,6;21,9;
482;08/07/2022 09:15:52;52,8;21,9;
483;08/07/2022 09:18:52;52,7;21,9;
484;08/07/2022 09:21:52;52,7;21,9;
485;08/07/2022 09:24:52;52,8;21,9;
486;08/07/2022 09:27:52;52,8;21,9;
487;08/07/2022 09:30:52;53;21,9;
488;08/07/2022 09:33:52;53,1;21,9;
489;08/07/2022 09:36:52;53,3;21,8;
490;08/07/2022 09:39:52;53,2;21,8;
491;08/07/2022 09:42:52;52,9;21,8;
492;08/07/2022 09:45:52;52,7;21,8;
493;08/07/2022 09:48:52;52,7;21,8;
494;08/07/2022 09:51:52;52,7;21,8;
495;08/07/2022 09:54:52;52,9;21,8;
496;08/07/2022 09:57:52;52,9;21,8;
497;08/07/2022 10:00:52;53,1;21,8;
498;08/07/2022 10:03:52;53,3;21,8;
499;08/07/2022 10:06:52;53,6;21,8;
500;08/07/2022 10:09:52;53,8;21,8;
501;08/07/2022 10:12:52;53,8;21,8;
502;08/07/2022 10:15:52;53,7;21,8;
503;08/07/2022 10:18:52;53,5;21,8;
504;08/07/2022 10:21:52;52,9;21,8;
505;08/07/2022 10:24:52;52,5;21,8;
506;08/07/2022 10:27:52;52,2;21,8;
507;08/07/2022 10:30:52;52,1;21,8;
508;08/07/2022 10:33:52;52;21,8;
509;08/07/2022 10:36:52;51,9;21,8;
510;08/07/2022 10:39:52;51,5;21,9;
511;08/07/2022 10:42:52;51,1;21,9;
512;08/07/2022 10:45:52;50,7;21,9;
513;08/07/2022 10:48:52;50,2;21,9;
514;08/07/2022 10:51:52;49,9;21,9;
515;08/07/2022 10:54:52;49,9;21,9;
516;08/07/2022 10:57:52;49,8;21,9;
517;08/07/2022 11:00:52;49,5;21,9;
518;08/07/2022 11:03:52;49,3;21,9;
519;08/07/2022 11:06:52;49,2;21,9;
520;08/07/2022 11:09:52;48,9;21,9;
521;08/07/2022 11:12:52;48,8;21,9;
522;08/07/2022 11:15:52;48,6;21,9;
523;08/07/2022 11:18:52;48,4;21,9;
524;08/07/2022 11:21:52;48,5;21,9;
525;08/07/2022 11:24:52;48,5;21,9;
526;08/07/2022 11:27:52;48,6;21,9;
527;08/07/2022 11:30:52;48,5;21,9;
528;08/07/2022 11:33:52;48,2;21,9;
529;08/07/2022 11:36:52;48;21,9;
530;08/07/2022 11:39:52;48,1;21,9;
531;08/07/2022 11:42:52;48,5;21,9;
532;08/07/2022 11:45:52;48,8;21,9;
533;08/07/2022 11:48:52;49;21,9;
534;08/07/2022 11:51:52;49,1;21,9;
535;08/07/2022 11:54:52;49,3;22;
536;08/07/2022 11:57:52;49,4;22;
537;08/07/2022 12:00:52;49,6;22;
538;08/07/2022 12:03:52;49,8;22;
539;08/07/2022 12:06:52;49,9;22;
540;08/07/2022 12:09:52;49,9;22;
541;08/07/2022 12:12:52;50;22;
542;08/07/2022 12:15:52;50;22;
543;08/07/2022 12:18:52;50;22;
544;08/07/2022 12:21:52;49,9;22;
545;08/07/2022 12:24:52;49,9;22;
546;08/07/2022 12:27:52;50;22;
547;08/07/2022 12:30:52;50;22;
548;08/07/2022 12:33:52;50;22;
549;08/07/2022 12:36:52;50;22;
550;08/07/2022 12:39:52;50;22;
551;08/07/2022 12:42:52;50;22;
552;08/07/2022 12:45:52;50;22;
553;08/07/2022 12:48:52;50,1;22;
554;08/07/2022 12:51:52;50,1;22;
555;08/07/2022 12:54:52;50,1;22;
556;08/07/2022 12:57:52;50,2;22;
557;08/07/2022 13:00:52;50,2;22;
558;08/07/2022 13:03:52;50,3;22;
559;08/07/2022 13:06:52;50,4;22;
560;08/07/2022 13:09:52;50,5;22;
561;08/07/2022 13:12:52;50,7;22;
562;08/07/2022 13:15:52;50,8;22;
563;08/07/2022 13:18:52;51;22;
564;08/07/2022 13:21:52;51,2;22;
565;08/07/2022 13:24:52;51,3;22;
566;08/07/2022 13:27:52;51,4;22,1;
567;08/07/2022 13:30:52;51,6;22;
568;08/07/2022 13:33:52;51,6;22,1;
569;08/07/2022 13:36:52;51,7;22,1;
570;08/07/2022 13:39:52;51,8;22,1;
571;08/07/2022 13:42:52;51,8;22,1;
572;08/07/2022 13:45:52;51,8;22,1;
573;08/07/2022 13:48:52;51,6;22,1;
574;08/07/2022 13:51:52;51,6;22,1;
575;08/07/2022 13:54:52;51,5;22,1;
576;08/07/2022 13:57:52;51,5;22,1;
577;08/07/2022 14:00:52;51,6;22,1;
578;08/07/2022 14:03:52;51,7;22,1;
579;08/07/2022 14:06:52;51,8;22,1;
580;08/07/2022 14:09:52;51,8;22,1;
581;08/07/2022 14:12:52;51,9;22,1;
582;08/07/2022 14:15:52;51,9;22,1;
583;08/07/2022 14:18:52;51,9;22,1;
584;08/07/2022 14:21:52;51,9;22,1;
585;08/07/2022 14:24:52;51,9;22,1;
586;08/07/2022 14:27:52;52;22,2;
587;08/07/2022 14:30:52;52,2;22,2;
588;08/07/2022 14:33:52;52,5;22,2;
589;08/07/2022 14:36:52;52,6;22,2;
590;08/07/2022 14:39:52;52,6;22,2;
591;08/07/2022 14:42:52;52,5;22,2;
592;08/07/2022 14:45:52;52,6;22,2;
